#
# Transition date estimate for lacclair
#
# Site: lacclair
# Veg Type: DB
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2014
# Year max: 2024
# Final Processing Date: 2025-02-11
# Final Processing Time: 18:34:55
# Spline RMSE gcc_mean: 0.00331
# Spline RMSE gcc_50: 0.00361
# Spline RMSE gcc_75: 0.00368
# Spline RMSE gcc_90: 0.00388
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
lacclair,DB,1000,rising,gcc_75,2019-05-19,2019-05-24,2019-05-31,2019-05-18,2019-05-23,2019-05-29,2019-05-22,2019-05-25,2019-06-01,0.32126,0.34055,0.3754,0.31217,0.42887
lacclair,DB,1000,rising,gcc_75,2020-05-18,2020-05-20,2020-05-25,2020-05-17,2020-05-19,2020-05-24,2020-05-19,2020-05-22,2020-05-26,0.32369,0.33609,0.37071,0.31369,0.42005
lacclair,DB,1000,rising,gcc_75,2021-05-07,2021-05-11,2021-05-16,2021-05-05,2021-05-10,2021-05-15,2021-05-09,2021-05-13,2021-05-17,0.324,0.33981,0.37059,0.31392,0.42577
lacclair,DB,1000,rising,gcc_75,2022-05-07,2022-05-11,2022-05-16,2022-05-06,2022-05-10,2022-05-14,2022-05-09,2022-05-12,2022-05-17,0.32336,0.3399,0.37766,0.31257,0.42821
lacclair,DB,1000,rising,gcc_75,2023-05-06,2023-05-11,2023-05-18,2023-05-05,2023-05-10,2023-05-16,2023-05-09,2023-05-13,2023-05-19,0.32211,0.33675,0.37164,0.3134,0.41983
lacclair,DB,1000,rising,gcc_75,2024-05-08,2024-05-12,2024-05-16,2024-05-07,2024-05-11,2024-05-15,2024-05-10,2024-05-13,2024-05-17,0.32283,0.3407,0.37152,0.31397,0.42143
lacclair,DB,1000,rising,gcc_50,2015-05-08,2015-05-13,2015-05-19,2015-05-05,2015-05-12,2015-05-17,2015-05-11,2015-05-15,2015-05-20,0.31807,0.33174,0.36448,0.30812,0.4147
lacclair,DB,1000,rising,gcc_50,2016-05-16,2016-05-19,2016-05-23,2016-05-15,2016-05-18,2016-05-22,2016-05-18,2016-05-20,2016-05-24,0.31952,0.33766,0.36658,0.31105,0.41907
lacclair,DB,1000,rising,gcc_50,2017-05-13,2017-05-18,2017-05-23,2017-05-12,2017-05-17,2017-05-22,2017-05-16,2017-05-19,2017-05-24,0.31811,0.33553,0.3647,0.30978,0.41398
lacclair,DB,1000,rising,gcc_50,2018-05-15,2018-05-19,2018-05-24,2018-05-14,2018-05-18,2018-05-22,2018-05-17,2018-05-21,2018-05-25,0.31909,0.3351,0.36836,0.31181,0.41356
lacclair,DB,1000,rising,gcc_50,2019-05-19,2019-05-24,2019-06-01,2019-05-17,2019-05-23,2019-05-30,2019-05-21,2019-05-26,2019-06-02,0.32049,0.33606,0.36865,0.31087,0.41849
lacclair,DB,1000,rising,gcc_50,2020-05-17,2020-05-20,2020-05-25,2020-05-16,2020-05-19,2020-05-24,2020-05-19,2020-05-22,2020-05-26,0.31679,0.3318,0.36327,0.31069,0.41021
lacclair,DB,1000,rising,gcc_50,2021-05-07,2021-05-11,2021-05-17,2021-05-05,2021-05-10,2021-05-15,2021-05-09,2021-05-13,2021-05-18,0.32274,0.33603,0.36996,0.31281,0.41689
lacclair,DB,1000,rising,gcc_50,2022-05-07,2022-05-11,2022-05-16,2022-05-06,2022-05-10,2022-05-15,2022-05-09,2022-05-13,2022-05-17,0.32057,0.33415,0.36718,0.3114,0.42027
lacclair,DB,1000,rising,gcc_50,2023-05-07,2023-05-12,2023-05-18,2023-05-05,2023-05-11,2023-05-16,2023-05-10,2023-05-14,2023-05-19,0.32036,0.33418,0.36537,0.31158,0.41593
lacclair,DB,1000,rising,gcc_50,2024-05-09,2024-05-12,2024-05-16,2024-05-07,2024-05-11,2024-05-15,2024-05-11,2024-05-13,2024-05-17,0.32235,0.33585,0.36457,0.31277,0.41594
lacclair,DB,1000,rising,gcc_mean,2015-05-08,2015-05-13,2015-05-19,2015-05-05,2015-05-12,2015-05-17,2015-05-10,2015-05-15,2015-05-20,0.31833,0.33204,0.36439,0.30784,0.41332
lacclair,DB,1000,rising,gcc_mean,2016-05-16,2016-05-18,2016-05-23,2016-05-15,2016-05-17,2016-05-22,2016-05-18,2016-05-20,2016-05-24,0.31905,0.33013,0.3662,0.31068,0.41709
lacclair,DB,1000,rising,gcc_mean,2017-05-13,2017-05-17,2017-05-23,2017-05-12,2017-05-16,2017-05-21,2017-05-15,2017-05-19,2017-05-24,0.31775,0.33145,0.36536,0.3094,0.41229
lacclair,DB,1000,rising,gcc_mean,2018-05-15,2018-05-19,2018-05-24,2018-05-14,2018-05-18,2018-05-22,2018-05-17,2018-05-21,2018-05-25,0.31905,0.33496,0.36944,0.3115,0.41557
lacclair,DB,1000,rising,gcc_mean,2019-05-19,2019-05-24,2019-05-31,2019-05-18,2019-05-23,2019-05-29,2019-05-21,2019-05-26,2019-06-01,0.31936,0.33562,0.36601,0.3104,0.41856
lacclair,DB,1000,rising,gcc_mean,2020-05-17,2020-05-20,2020-05-25,2020-05-16,2020-05-19,2020-05-24,2020-05-19,2020-05-22,2020-05-26,0.31643,0.33108,0.3628,0.31064,0.41109
lacclair,DB,1000,rising,gcc_mean,2021-05-06,2021-05-11,2021-05-17,2021-05-05,2021-05-10,2021-05-15,2021-05-09,2021-05-13,2021-05-18,0.32058,0.33644,0.37096,0.31233,0.41661
lacclair,DB,1000,rising,gcc_mean,2022-05-07,2022-05-11,2022-05-16,2022-05-06,2022-05-10,2022-05-14,2022-05-09,2022-05-13,2022-05-17,0.32033,0.33388,0.36758,0.31086,0.41681
lacclair,DB,1000,rising,gcc_mean,2023-05-07,2023-05-12,2023-05-18,2023-05-05,2023-05-11,2023-05-16,2023-05-09,2023-05-14,2023-05-19,0.321,0.33531,0.36485,0.31122,0.41471
lacclair,DB,1000,rising,gcc_mean,2024-05-08,2024-05-12,2024-05-16,2024-05-07,2024-05-11,2024-05-15,2024-05-10,2024-05-13,2024-05-17,0.32035,0.33689,0.3657,0.31229,0.41555
lacclair,DB,1000,falling,gcc_90,2024-09-30,2024-09-23,2024-09-08,2024-10-03,2024-09-25,2024-09-11,2024-09-27,2024-09-20,2024-09-06,0.32524,0.34013,0.36734,0.31506,0.41837
lacclair,DB,1000,falling,gcc_90,2023-10-01,2023-09-28,2023-09-23,2023-10-02,2023-09-29,2023-09-25,2023-09-29,2023-09-26,2023-09-22,0.32706,0.34013,0.36925,0.3195,0.41678
lacclair,DB,1000,falling,gcc_90,2022-09-30,2022-09-27,2022-09-18,2022-10-01,2022-09-28,2022-09-20,2022-09-28,2022-09-24,2022-09-15,0.328,0.34262,0.37333,0.32014,0.42486
lacclair,DB,1000,falling,gcc_90,2021-09-28,2021-09-23,2021-09-13,2021-09-29,2021-09-24,2021-09-16,2021-09-25,2021-09-20,2021-09-12,0.33568,0.34891,0.37662,0.32886,0.41894
lacclair,DB,1000,falling,gcc_90,2020-09-24,2020-09-22,2020-09-16,2020-09-25,2020-09-23,2020-09-18,2020-09-22,2020-09-20,2020-09-15,0.31796,0.33101,0.36243,0.31045,0.41322
lacclair,DB,1000,falling,gcc_90,2019-10-04,2019-09-23,2019-09-12,2019-10-06,2019-09-26,2019-09-15,2019-09-30,2019-09-21,2019-09-11,0.32377,0.34064,0.3696,0.31482,0.41902
lacclair,DB,1000,falling,gcc_90,2018-10-05,2018-10-02,2018-09-26,2018-10-06,2018-10-03,2018-09-28,2018-10-03,2018-09-30,2018-09-24,0.32516,0.34076,0.36879,0.31746,0.41994
lacclair,DB,1000,falling,gcc_90,2017-10-05,2017-09-30,2017-09-11,2017-10-07,2017-10-02,2017-09-14,2017-10-03,2017-09-24,2017-09-09,0.32647,0.34027,0.36795,0.31708,0.41521
lacclair,DB,1000,falling,gcc_90,2016-10-02,2016-09-29,2016-09-20,2016-10-03,2016-09-30,2016-09-23,2016-09-30,2016-09-27,2016-09-18,0.32538,0.34071,0.36731,0.31887,0.41356
lacclair,DB,1000,falling,gcc_90,2015-10-08,2015-10-04,2015-09-25,2015-10-10,2015-10-05,2015-09-27,2015-10-06,2015-10-02,2015-09-23,0.32532,0.34047,0.36707,0.31517,0.41763
lacclair,DB,1000,falling,gcc_90,2014-09-30,2014-09-25,2014-09-19,2014-10-01,2014-09-26,2014-09-21,2014-09-27,2014-09-24,2014-09-18,0.32082,0.33886,0.3682,0.31335,0.41725
lacclair,DB,1000,falling,gcc_75,2024-09-30,2024-09-23,2024-09-08,2024-10-02,2024-09-25,2024-09-11,2024-09-27,2024-09-20,2024-09-05,0.32293,0.339,0.36398,0.31426,0.41322
lacclair,DB,1000,falling,gcc_75,2023-10-01,2023-09-28,2023-09-23,2023-10-02,2023-09-29,2023-09-25,2023-09-29,2023-09-26,2023-09-22,0.32491,0.33784,0.36646,0.31737,0.41387
lacclair,DB,1000,falling,gcc_75,2022-09-30,2022-09-27,2022-09-18,2022-10-01,2022-09-28,2022-09-21,2022-09-28,2022-09-25,2022-09-17,0.32624,0.34076,0.37064,0.31842,0.41849
lacclair,DB,1000,falling,gcc_75,2021-09-28,2021-09-23,2021-09-14,2021-09-29,2021-09-25,2021-09-17,2021-09-26,2021-09-21,2021-09-13,0.33419,0.34754,0.3716,0.32715,0.41318
lacclair,DB,1000,falling,gcc_75,2020-09-23,2020-09-21,2020-09-15,2020-09-24,2020-09-22,2020-09-17,2020-09-21,2020-09-19,2020-09-14,0.32179,0.33572,0.36299,0.31581,0.40865
lacclair,DB,1000,falling,gcc_75,2019-10-04,2019-09-24,2019-09-13,2019-10-06,2019-09-26,2019-09-15,2019-10-01,2019-09-21,2019-09-11,0.32198,0.33705,0.36364,0.31265,0.41434
lacclair,DB,1000,falling,gcc_75,2018-10-05,2018-10-02,2018-09-25,2018-10-06,2018-10-03,2018-09-27,2018-10-03,2018-09-30,2018-09-24,0.32087,0.33546,0.36613,0.31378,0.41499
lacclair,DB,1000,falling,gcc_75,2017-09-23,2017-09-16,2017-09-04,2017-09-30,2017-09-18,2017-09-08,2017-09-18,2017-09-13,2017-08-30,0.34437,0.35446,0.37505,0.33736,0.41135
lacclair,DB,1000,falling,gcc_75,2016-10-02,2016-09-29,2016-09-21,2016-10-03,2016-09-30,2016-09-24,2016-09-30,2016-09-27,2016-09-19,0.32257,0.33843,0.36341,0.31582,0.40842
lacclair,DB,1000,falling,gcc_75,2015-10-07,2015-10-03,2015-09-22,2015-10-08,2015-10-04,2015-09-25,2015-10-05,2015-10-01,2015-09-20,0.32674,0.34218,0.36718,0.32101,0.41152
lacclair,DB,1000,falling,gcc_75,2014-09-29,2014-09-25,2014-09-19,2014-09-30,2014-09-26,2014-09-21,2014-09-27,2014-09-23,2014-09-18,0.32185,0.33634,0.3654,0.3137,0.41256
lacclair,DB,1000,falling,gcc_50,2024-09-29,2024-09-23,2024-09-08,2024-10-01,2024-09-25,2024-09-11,2024-09-27,2024-09-20,2024-09-06,0.3213,0.33606,0.36053,0.31217,0.40836
lacclair,DB,1000,falling,gcc_50,2023-10-01,2023-09-28,2023-09-23,2023-10-02,2023-09-29,2023-09-25,2023-09-29,2023-09-26,2023-09-22,0.31998,0.3328,0.36209,0.31272,0.40941
lacclair,DB,1000,falling,gcc_50,2022-09-30,2022-09-27,2022-09-19,2022-10-01,2022-09-28,2022-09-21,2022-09-28,2022-09-25,2022-09-18,0.32269,0.33717,0.36558,0.31489,0.41142
lacclair,DB,1000,falling,gcc_50,2021-09-28,2021-09-23,2021-09-14,2021-09-29,2021-09-25,2021-09-17,2021-09-26,2021-09-21,2021-09-13,0.33155,0.34576,0.36836,0.32539,0.40725
lacclair,DB,1000,falling,gcc_50,2020-09-23,2020-09-20,2020-09-14,2020-09-24,2020-09-21,2020-09-16,2020-09-21,2020-09-19,2020-09-13,0.31555,0.33556,0.35972,0.31266,0.40464
lacclair,DB,1000,falling,gcc_50,2019-09-26,2019-09-20,2019-09-10,2019-09-29,2019-09-21,2019-09-13,2019-09-23,2019-09-17,2019-09-07,0.33194,0.34313,0.36578,0.3242,0.4067
lacclair,DB,1000,falling,gcc_50,2018-10-04,2018-10-01,2018-09-25,2018-10-05,2018-10-02,2018-09-27,2018-10-02,2018-09-30,2018-09-24,0.321,0.33544,0.36123,0.31325,0.40525
lacclair,DB,1000,falling,gcc_50,2017-09-27,2017-09-17,2017-09-06,2017-09-30,2017-09-19,2017-09-09,2017-09-20,2017-09-14,2017-09-02,0.34044,0.35015,0.37004,0.3338,0.40546
lacclair,DB,1000,falling,gcc_50,2016-10-02,2016-09-30,2016-09-21,2016-10-03,2016-10-01,2016-09-24,2016-09-30,2016-09-28,2016-09-19,0.31898,0.33,0.35988,0.31213,0.40403
lacclair,DB,1000,falling,gcc_50,2015-10-07,2015-10-04,2015-09-23,2015-10-08,2015-10-05,2015-09-26,2015-10-05,2015-10-01,2015-09-21,0.32385,0.33646,0.36198,0.31909,0.40326
lacclair,DB,1000,falling,gcc_50,2014-09-28,2014-09-25,2014-09-19,2014-09-30,2014-09-26,2014-09-21,2014-09-26,2014-09-23,2014-09-18,0.32047,0.33071,0.36016,0.3117,0.40589
lacclair,DB,1000,falling,gcc_mean,2024-09-29,2024-09-23,2024-09-08,2024-10-01,2024-09-25,2024-09-10,2024-09-27,2024-09-20,2024-09-06,0.32153,0.3361,0.36093,0.3123,0.40852
lacclair,DB,1000,falling,gcc_mean,2023-10-01,2023-09-28,2023-09-23,2023-10-02,2023-09-29,2023-09-25,2023-09-29,2023-09-26,2023-09-22,0.32027,0.33294,0.36181,0.31311,0.40685
lacclair,DB,1000,falling,gcc_mean,2022-09-30,2022-09-27,2022-09-20,2022-10-01,2022-09-28,2022-09-22,2022-09-28,2022-09-25,2022-09-19,0.32286,0.33751,0.36266,0.315,0.40907
lacclair,DB,1000,falling,gcc_mean,2021-09-29,2021-09-25,2021-09-15,2021-09-30,2021-09-26,2021-09-18,2021-09-27,2021-09-22,2021-09-14,0.32874,0.34063,0.36527,0.32108,0.4062
lacclair,DB,1000,falling,gcc_mean,2020-09-23,2020-09-21,2020-09-14,2020-09-24,2020-09-22,2020-09-16,2020-09-21,2020-09-19,2020-09-13,0.3153,0.32929,0.36024,0.31232,0.40435
lacclair,DB,1000,falling,gcc_mean,2019-09-26,2019-09-20,2019-09-10,2019-09-29,2019-09-21,2019-09-12,2019-09-23,2019-09-17,2019-09-08,0.33206,0.34268,0.36528,0.32451,0.40525
lacclair,DB,1000,falling,gcc_mean,2018-10-04,2018-10-01,2018-09-25,2018-10-05,2018-10-02,2018-09-27,2018-10-02,2018-09-30,2018-09-24,0.32137,0.33565,0.36176,0.31374,0.40617
lacclair,DB,1000,falling,gcc_mean,2017-09-27,2017-09-16,2017-09-05,2017-09-30,2017-09-18,2017-09-08,2017-09-20,2017-09-13,2017-09-01,0.3406,0.35181,0.37073,0.33375,0.40628
lacclair,DB,1000,falling,gcc_mean,2016-10-02,2016-09-29,2016-09-21,2016-10-03,2016-09-30,2016-09-24,2016-09-30,2016-09-28,2016-09-19,0.31838,0.33457,0.35886,0.3115,0.40417
lacclair,DB,1000,falling,gcc_mean,2015-10-07,2015-10-04,2015-09-24,2015-10-08,2015-10-05,2015-09-27,2015-10-05,2015-10-01,2015-09-22,0.32338,0.33573,0.36026,0.31881,0.40091
lacclair,DB,1000,falling,gcc_mean,2014-09-28,2014-09-25,2014-09-19,2014-09-29,2014-09-26,2014-09-21,2014-09-26,2014-09-23,2014-09-18,0.32037,0.33075,0.36051,0.31172,0.40522
